,query,region,title,excerpt,date,source,link
174,semiconductor,US,AI Chip Market Is Booming,"AI processors are reinvigorating the global semiconductor industry, prompting at least one market tracker to predict a three-fold increase in AI chip ...",31 Jan 2020,HPCwire,https://www.hpcwire.com/2020/01/31/ai-chip-market-is-booming/
175,semiconductor,US,Is Himax Technologies Stock a Buy?,Himax Technologies (NASDAQ:HIMX) is a fabless semiconductor solutions provider. The company is a worldwide market leader in display driver ICs (integrated ...,6 Jan 2020,The Motley Fool,https://www.fool.com/investing/2020/01/06/is-himax-technologies-stock-a-buy.aspx
176,semiconductor,US,Synthetic Biology Market is Expected to Reach $19.58 Billion ...,"Semiconductor sequencing is a type of next generation sequencing that enables reading DNA sequences electronically. For example, in 2014, DNA Electronics Ltd ( ...",3 Jan 2020,PR Newswire,https://www.prnewswire.com/news-releases/synthetic-biology-market-is-expected-to-reach-19-58-billion-by-2022--300980778.html
177,semiconductor,US,Silicon Mobility Names Rainer Kallenbach as CEO,"... utilizing its OLEA Field Programmable Control Unit semiconductors, ... an automotive semiconductor control solution with the potential of extending up ...",14 Jan 2020,Business Wire,https://www.businesswire.com/news/home/20200113005288/en/Silicon-Mobility-Names-Rainer-Kallenbach-as-CEO
178,semiconductor,US,"The next iPhone will have an advanced camera that can scan 3-D objects, Barclays says","Barclays semiconductor analysts said on Thursday that Apple's new iPhones will have a new FaceID sensor, which is used for facial recognition.",16 Jan 2020,CNBC,https://www.cnbc.com/2020/01/16/new-iphones-will-have-refreshed-face-id-and-3d-camera-barclays.html
179,semiconductor,US,"After Dropping In 2019, Can Texas Instruments’ Revenue Cross $15 Billion By 2021?","Texas Instruments' Analog Semiconductors division, which sells analog ... This segment includes revenue from TI's smaller semiconductor product lines and ...",28 Jan 2020,Forbes,https://www.forbes.com/sites/greatspeculations/2020/01/28/after-dropping-in-2019-can-texas-instruments-revenue-cross-15-billion-by-2021/
180,semiconductor,US,Samsung Pioneers 5G-Based Mobility with Launch of Digital ...,"... semiconductors and displays with HARMAN's automotive expertise. ... a semiconductor for vehicle electronics, and Android 10, which allow for several ...",11 Jan 2020,Samsung Global Newsroom,https://news.samsung.com/za/samsung-pioneers-5g-based-mobility-with-launch-of-digital-cockpit-2020
181,semiconductor,US,Samsung Electronics Announces Fourth Quarter and FY 2019 ...,The Semiconductor businesses posted KRW 16.79 trillion in consolidated revenue and KRW 3.45 trillion in operating profit in the fourth quarter. The Memory ...,30 Jan 2020,Samsung Newsroom,https://news.samsung.com/global/samsung-electronics-announces-fourth-quarter-and-fy-2019-results
182,semiconductor,US,Intel delivers a strong Q4 in spite of challenges,"The semiconductor giant continues to face production challenges and renewed competition, but it fared better than expected in 2019 and foresees a strong ...",23 Jan 2020,ZDNet,https://www.zdnet.com/article/intel-delivers-a-strong-q4-in-spite-of-challenges/
183,semiconductor,US,Making 3D Structures And Packages More Reliable,"“Non-contact and non-destructive optical imaging always has been very important for inspection of semiconductor processes. However, with many advanced ...",14 Jan 2020,Semiconductor Engineering,https://semiengineering.com/making-3d-structures-and-packages-more-reliable/
184,semiconductor,US,Inside Samsung's 5G Factory for AT&T,"""Semiconductor facilities are inherently complex and automated,"" said Derek Johnston, head of marketing at Samsung Networks. He described the company's ...",30 Jan 2020,Light Reading,https://www.lightreading.com/private-networks/inside-samsungs-5g-factory-for-atandt/d/d-id/757178
185,semiconductor,US,Report: Global IoT chip market likely to grow to $38.61 billion ...,Gartner's report from July had already predicted a worldwide decline in semiconductor revenue in 2019 – albeit the forecast figure was at 9.6% from 2018.,16 Jan 2020,IoT Tech News,https://iottechnews.com/news/2020/jan/16/report-global-iot-chip-market-likely-grow-3861-billion-end-decade/
186,semiconductor,US,Broadcom Wins Contracts to Supply Wireless Components to ...,Semiconductor analyst Harlan Sur estimated that Apple would buy about $10 worth of Broadcom parts per iPhone in 2018. Broadcom sells Bluetooth and WiFi chips ...,25 Jan 2020,Electronic Design,https://www.electronicdesign.com/technologies/analog/article/21121362/broadcom-wins-contracts-to-supply-wireless-components-to-apple
187,semiconductor,US,"Singapore beat expectations, attracted $15.2b of investments ...","This was driven by large manufacturing investments from semiconductor as well as energy and chemical companies, the Economic Development Board (EDB) shared ...",16 Jan 2020,The Straits Times,https://www.straitstimes.com/business/economy/singapore-beats-expectations-attracts-152b-of-investments-in-2019
188,semiconductor,US,Nitride Semi Wins Patent Lawsuit against RayVio - News,"Nitride Semiconductor, a Japanese UV-LED firm, has won a patent infringement lawsuit against RayVio Corporation, a California UV-LED company.",27 Jan 2020,Compound Semiconductor,https://compoundsemiconductor.net/article/110096/Nitride_Semi_Wins_Patent_Lawsuit_Against_RayVio%7BfeatureExtra%7D
189,semiconductor,US,TSMC Posts Record 2019 on Bigger Demand for Chips,Taiwan Semiconductor Manufacturing Company (TSMC) (NYSE:TSM 115.7 -0.25%) reported a 15% increase in monthly revenues between November and December 2019 and ...,11 Jan 2020,Wccftech,https://wccftech.com/tsmc-posts-record-2019-on-bigger-demand-for-chips/
190,semiconductor,US,Worst is over for KESM — CEO,"Commenting on prospects for the automotive semiconductor industry, he said much depends on how fast the growth of change, in particular the 5G network, ...",9 Jan 2020,The Edge Markets,https://www.theedgemarkets.com/article/worst-over-kesm-%E2%80%94-ceo
191,semiconductor,US,"Moore's Law, Supply Chains And Security",“As more semiconductor companies look for alternatives to Moore's Law scaling and begin to fully realize the benefits of modern-day multi-chip/chiplet packaging ...,16 Jan 2020,Semiconductor Engineering,https://semiengineering.com/moores-law-supply-chains-and-security/
192,semiconductor,US,Want to invest in electric vehicles? Start with their parts,"When it comes to EV investing, there are pure plays like electric-vehicle maker Tesla (TSLA). But there are also opportunities to invest in semiconductor makers ...",6 Jan 2020,USA Today,https://www.usatoday.com/story/money/2020/01/06/electric-cars-race-heres-how-start-investing-evs/2803607001/
193,semiconductor,US,Samsung Electronics now No. 2 in chip sales,"1 semiconductor maker, with Intel taking the lead in 2019. The change in the rankings is largely due to the downturn in the memory market.",15 Jan 2020,Korea JoongAng Daily,https://koreajoongangdaily.joins.com/2020/01/15/industry/Samsung-Electronics-now-No-2-in-chip-sales/3072693.html
194,semiconductor,US,Inside Samsung's Silicon Valley Office - Samsung US ...,"Media Contact. Strategy & Innovation Center and Samsung Catalyst Fund. ssic.communications@ssi.samsung.com. Semiconductors, Display Panels and LED Solutions.",21 Jan 2020,Samsung Newsroom,https://news.samsung.com/us/inside-samsung-silicon-valley-office/
195,semiconductor,US,RoboSense announces world's first test of vehicle equipped ...,"Wade Appelman, Vice President of ISG, SensL Division, ON Semiconductor, said, “The combo of RoboSense LiDAR with the ON Semiconductor RD Series SiPM family ...",8 Jan 2020,Geospatial World,https://www.geospatialworld.net/news/robosense-smart-lidar-sensor/
196,semiconductor,US,Top Tech Trends To Watch In 2020,"Two new semiconductor technologies are driving change in the electric vehicle battery market. Historically, EV batteries have been costly, large and ...",23 Jan 2020,Forbes,https://www.forbes.com/sites/mergermarket/2020/01/23/top-tech-trends-to-watch-in-2020/
197,semiconductor,US,"Virtual Reality (VR) in the Global Power Sector, 2019 and ...",Semiconductor; Components; Headsets; Platforms; Applications and content. COMPANIES POWER COMPANIES GLOSSARY Companies Mentioned.,13 Jan 2020,PR Newswire,https://www.prnewswire.com/news-releases/virtual-reality-vr-in-the-global-power-sector-2019-and-beyond---semiconductors-components-headsets-platforms-applications--content-300985775.html
198,semiconductor,US,Renesas' Power Management IC Adopted in Google Coral AI ...,"Renesas Electronics Corporation, a premier supplier of advanced semiconductor solutions, announced its ISL91301B Power Management IC (PMIC) is designed into ...",13 Jan 2020,EE Times Asia,https://www.eetasia.com/renesas-power-management-ic-adopted-in-google-coral-ai-products/
199,semiconductor,US,Assuring Taiwan's Innovation Future,"All semiconductor firms at the time were vertically integrated, with both chip design and manufacturing conducted in-house. The foundry model proved to be a ...",29 Jan 2020,Carnegie Endowment for International Peace,https://carnegieendowment.org/2020/01/29/assuring-taiwan-s-innovation-future-pub-80920
200,semiconductor,US,How Important Is Cost Of Sales To Micron’s Expenses And Overall Profitability?,Research & Development (R&D) Expenses increased from $1.82 billion in 2017 to about $2.44 billion in 2019 due to continuous spending on advanced semiconductor ...,7 Jan 2020,Forbes,https://www.forbes.com/sites/greatspeculations/2020/01/07/how-important-is-cost-of-sales-to-microns-expenses-and-overall-profitability/
201,semiconductor,US,Nano-silicon samurai: Surface engineered sponges to clean ...,"In addition to being an important element in living organisms, silicon is by far the most widely used of all semiconductor materials.",10 Jan 2020,Advanced Science News,https://www.advancedsciencenews.com/nano-silicon-samurai-surface-engineered-sponges-to-clean-up-oil/
202,semiconductor,US,Shin-Etsu licenses Qromis' GaN substrate technology,... as silicon-on-insulator (SOI) wafers and GaN-on-silicon wafers besides its usual line of silicon wafers for power and high-frequency semiconductors.,23 Jan 2020,Semiconductor Today,http://www.semiconductor-today.com/news_items/2020/jan/shinetsu-230120.shtml
203,semiconductor,US,Kneron raises $40 million to grow edge AI chip design operations,"The funding will be used to grow algorithms made specifically for on-device machine learning and semiconductor design operations. Kneron released the KL520, ...",23 Jan 2020,VentureBeat,https://venturebeat.com/2020/01/23/kneron-raises-40-million-to-grow-edge-ai-chip-design-operations/
204,semiconductor,US,China is slowly moving up the microprocessing value chain,Selling equipment to industry giants like Applied Materials in America makes it a small success for the semiconductor supply chain. Much of the rest of the ...,2 Jan 2020,The Economist,https://www.economist.com/technology-quarterly/2020/01/02/china-is-slowly-moving-up-the-microprocessing-value-chain
205,semiconductor,US,The Houston Astros cheating scandal shows how tech is upending baseball,"The semiconductor industry has an upbeat outlook for 2020, even after revenue shrunk last year, according to a KPMG survey of executives in the industry.",16 Jan 2020,Fortune,https://fortune.com/2020/01/16/the-houston-astros-cheating-scandal-shows-how-tech-is-upending-baseball/
206,semiconductor,US,Japan logs trade deficit for second year amid weak demand ...,"Overall shipments of semiconductor-making equipment rose 25.8 percent, much better than the average double-digit declines of April-September.",23 Jan 2020,The Japan Times,https://www.japantimes.co.jp/news/2020/01/23/business/japan-trade-deficit-second-year-china/
207,semiconductor,US,China Only Region to Register Pure-Play Foundry Market ...,Among the semiconductor industry data included in the new 400+ page report is an in-depth analysis of the IC foundry market and its suppliers.,9 Jan 2020,Design And Reuse,https://www.design-reuse.com/news/47354/china-pure-play-foundry-market-growth-in-2019.html
208,semiconductor,US,Broadcom strikes $15 billion deal with Apple to sell it iPhone parts,"Stick with semiconductors, says Oppenheimer's Ari Wald. Trading Nation. Broadcom is currently looking to sell a wireless chip division focusing on ...",23 Jan 2020,CNBC,https://www.cnbc.com/2020/01/23/broadcom-will-sell-apple-wireless-parts-for-three-years-as-5g-launches.html
209,semiconductor,US,"Dow jumps 300 points to start 2020, continuing last year's big rally","Semiconductor stocks are coming off a strong performance in 2019. The VanEck Vectors Semiconductor ETF (SMH) surged 62% in 2019, its best one-year ...",2 Jan 2020,CNBC,https://www.cnbc.com/2020/01/02/dow-futures-point-to-a-higher-open.html
210,semiconductor,US,GaN-on-silicon IP landscape is changing - News,"These included ON Semiconductor, Dialog, Navitas, VisIC. ... electronics applications,”says Remi Comyn, Compound Semiconductors and Electronics at KnowMade.",27 Jan 2020,Compound Semiconductor,https://compoundsemiconductor.net/article/110097/GaN-on-silicon_IP_Landscape_Is_Changing%7BfeatureExtra%7D
211,semiconductor,US,Sector Of The Decade: Riding the tech bull and not falling off,"Closer to home, semiconductor and semiconductor-related companies listed on Bursa Malaysia have ridden the tech wave in the last 10 years. This is evident from ...",8 Jan 2020,The Edge Markets,https://www.theedgemarkets.com/article/sector-decade-riding-tech-bull-and-not-falling
212,semiconductor,US,"Microsoft CEO Satya Nadella Says US-China Spat May Hurt Global Growth, Comments on India's Immigration St...","33,45,272 crores) semiconductor industry as an example of a sector that is already globally interconnected, Satya Nadella said the two countries will have to ...",22 Jan 2020,NDTV Gadgets 360,https://gadgets.ndtv.com/others/news/satya-nadellas-advice-people-only-come-to-immigrant-friendly-country-2168082
213,semiconductor,US,Samsung retains CEOs in annual reshuffle,"Three of Samsung's CEOs -- Kim Ki-nam, vice chairman and CEO of its semiconductor business; HS Kim, CEO of its consumer electronics business; and DJ Koh, ...",20 Jan 2020,ZDNet,https://www.zdnet.com/article/samsung-retains-ceos-in-annual-reshuffle/
214,semiconductor,US,Photoresist pioneers receive the 2020 Charles Stark Draper ...,"At the time of the invention of CAR materials, the semiconductor industry was approaching a limit. The existing lithography process and the available resist ...",7 Jan 2020,EurekAlert!,https://www.eurekalert.org/news-releases/662450
215,semiconductor,US,Apple lawsuit tests if an employee can plan rival startup while on payroll,That stance allowed for the “traitorous eight” who left their jobs at Shockley Semiconductor Laboratory for a rival in the late 1950s and who eventually ...,21 Jan 2020,Reuters,https://www.reuters.com/article/us-apple-nuvia-lawsuit-idUSKBN1ZK16R
216,semiconductor,US,WPG acquires almost 17 percent of WT,Semiconductor component distributor WPG Holdings Co (大聯大投資控股) yesterday purchased a 16.98 percent stake in rival WT Microelectronics Co Ltd (文曄 ...,16 Jan 2020,Taipei Times,https://www.taipeitimes.com/News/biz/archives/2020/01/16/2003729300
217,semiconductor,US,'Green methane' from artificial photosynthesis could recycle CO2,"An electron microscope image shows the semiconductor nanowires. These deliver electrons to metal nanoparticles, which turn carbon dioxide and water into ...",10 Jan 2020,University of Michigan News,https://news.umich.edu/green-methane-from-artificial-photosynthesis-could-recycle-co2/
218,semiconductor,US,Vision 2020: Cleanroom experts reveal expectations for the ...,"In Korea, for example, SK Hynix is building four new semiconductor fabrication plants at a technology cluster in Seoul. Construction work on the 53,000 sqm ...",10 Jan 2020,Cleanroom Technology,https://www.cleanroomtechnology.com/news/article_page/Vision_2020_Cleanroom_experts_reveal_expectations_for_the_year_ahead/161174
219,semiconductor,US,"Understanding OLED, QLED, Mini-LED, MicroLED — Don't be ...",LED originate from an electronic semiconductor component that emits light when current is passed through it. This works on the principles of ...,19 Jan 2020,Medium,https://medium.com/hd-pro/understanding-oled-qled-mini-led-microled-dont-be-misled-30520b686fcb
220,semiconductor,US,Parsing the Economic Damage From the Japan-South Korea ...,"South Korea's inability to acquire key chemicals vital for the production of semiconductors would not only damage the country's semiconductor industry, but also ...",24 Jan 2020,The Diplomat,https://thediplomat.com/2020/01/parsing-the-economic-damage-from-the-japan-south-korea-dispute/
221,semiconductor,US,Is This The Year Of The Chiplet?,"Why this approach will have deep and lasting effects for the entire semiconductor industry. January 23rd, 2020 - By: Ed Sperling. popularity. Customizing chips ...",23 Jan 2020,Semiconductor Engineering,https://semiengineering.com/is-this-the-year-of-the-chiplet/
222,semiconductor,US,Qualcomm announces chips for self-driving cars that could be in cars by 2023,"... still pursuing the market after its bid to buy NXP Semiconductors, a leading car chip maker, fell through in 2018 because of regulatory difficulties.",6 Jan 2020,CNBC,https://www.cnbc.com/2020/01/06/qualcomm-snapdragon-ride-system-announced-for-self-driving-cars.html
223,semiconductor,US,Atomically Precise Manufacturing Nanotech Meets The Semi ...,Image a reality where molecular robots manufacture precise atomic structures to help cure cancer and change the course of semiconductor fabrication.,28 Jan 2020,designnews.com,https://www.designnews.com/materials/atomically-precise-manufacturing-nanotech-meets-semi-world
224,semiconductor,US,Chinese team shows extraordinary rad-hardness of SiC - News,"Currently, most semiconductor radiation detectors are based on high quality silicon. However, due to its low displacement threshold energy and medium ...",13 Jan 2020,Compound Semiconductor,https://compoundsemiconductor.net/article/109951/Chinese_team_shows_extraordinary_rad-hardness_of_SiC
225,semiconductor,US,"Bosch, Lightspeed China lead $173m funding in 3D-sensor ...","ON Semiconductor, Qiming Venture Partners, Detong Capital and Axiom Asia Private Capital also participated in the funding round. Hesai claims the Series C ...",8 Jan 2020,DealStreetAsia,https://www.dealstreetasia.com/stories/bosch-lightspeed-hesai-169242/
226,semiconductor,US,Global GDP Growth An Increasingly Important Driver of IC ...,Among the semiconductor industry data included in the new 400-page report is an analysis of the correlation between IC market growth and global GDP growth.,20 Jan 2020,Design And Reuse,https://www.design-reuse.com/news/47406/global-gdp-growth-driver-of-ic-market-growth.html
227,semiconductor,US,New Technique to Quickly and Sensitively Characterize Defects in 2D Materials,The semiconductor industry exhibits interest in employing 2D materials to further decrease the size of electronic devices and to reduce energy consumption.,28 Jan 2020,Azonano,https://www.azonano.com/news.aspx?newsID=37121
228,semiconductor,US,Omni Design Joins TSMC IP Alliance Program,"Omni Design, founded in 2015 by semiconductor industry veterans, has an excellent track record of innovation and collaborating with customers to enable ...",7 Jan 2020,Business Wire,https://www.businesswire.com/news/home/20200107005150/en/Omni-Design-Joins-TSMC-IP-Alliance-Program
229,semiconductor,US,StratEdge announces Reginald (Regi) Nocom joins company ...,"He is certified in Six Sigma Green Belt training, has 5S and RETC semiconductor training, and has developed numerous manufacturing tools and processes. Learn ...",5 Mar 2020,Automation.com,https://www.automation.com/en-us/articles/2020/stratedge-announces-reginald-regi-nocom-joins-comp
230,semiconductor,US,Explained: Gallium Nitride (GaN) And How It's On Its Way To Replace Silicon,"For starters, gallium nitride is a chemical compound that has semiconductor properties. If you know a thing or two about tech, you must've heard about ...",9 Jan 2020,Mashable India,https://in.mashable.com/tech/10332/explained-gallium-nitride-gan-and-how-its-on-its-way-to-replace-silicon
231,semiconductor,US,324 % Kursanstieg in 7 Jahren - Ist Taiwan Semiconductor ...,Taiwan Semiconductor Manufacturing (TSMC) stellt Computerchips her. Der Technologiekonzern aus Taiwan ist profitabel und wächst stetig.,22 Jan 2020,Ecoreporter,https://www.ecoreporter.de/artikel/324-kursanstieg-und-gewinnverdoppelung-innerhalb-7-jahre-ist-taiwan-semiconductor-auch-in-sachen-nachhaltigkeit-top/
232,semiconductor,US,These U.S. stocks are down the most as the coronavirus spreads,"Travel-related, energy and semiconductor shares are hit the hardest. Riot police wear protective masks and stand guard in the Mong Kok district of Hong Kong on ...",27 Jan 2020,MarketWatch,https://www.marketwatch.com/story/these-us-stocks-are-down-the-most-as-the-coronavirus-spreads-2020-01-27
233,semiconductor,US,TSMC to disclose its 3nm process details in April: key battle with Samsung begins,"Samsung plans to invest $116 billion to build a semiconductor ecosystem by 2030. Since it is behind TSMC at 7nm and 5nm nodes, Samsung bets on the 3nm node and ...",20 Jan 2020,Gizchina.com,https://www.gizchina.com/2020/01/20/tsmc-to-disclose-3nm-process-details-in-april-key-battle-with-samsung-begins/
234,semiconductor,US,SK Hynix Promoting Power Plant Construction Near Chip ...,SK Hynix is promoting the construction of power plants near its semiconductor factories as power outages are repeated at semiconductor plants every year.,6 Jan 2020,Business Korea,http://www.businesskorea.co.kr/news/articleView.html?idxno=39839
235,semiconductor,US,ROHM's SiCrystal wins $120m multi-year deal to supply ...,"Single-crystal silicon carbide (SiC) wafer maker SiCrystal AG of Erlangen, Germany (a company of power semiconductor manufacturer ROHM group of Kyoto, ...",15 Jan 2020,Semiconductor Today,http://www.semiconductor-today.com/news_items/2020/jan/sicrystal-150120.shtml
236,semiconductor,US,US officials 'pressed' Dutch government over ASML sales to ...,"State-of-the-art semiconductor manufacturing equipment destined for China is yet to be shipped, after US government officials pressed their Dutch ...",7 Jan 2020,Optics.org,https://optics.org/news/11/1/9
237,semiconductor,US,Samsung Acquires Network Services Provider TeleWorld ...,"Samsung has demonstrated the power of 5G with end-to-end solutions from semiconductor, mobile phone and network infrastructure through U.S. initiatives such ...",13 Jan 2020,Samsung Newsroom,https://news.samsung.com/us/samsung-acquires-tws-teleworld-solutions-network-services-provider-5g-network-expansion/
238,semiconductor,US,Here are the 11 hottest Bay Area startups after fourth quarter ...,"In This Article · Health Care Industry · Startups Topic · Venture capital Topic · Alif Semiconductor Inc. Company · Chime Company · Cogitativo, Inc. Company ...",22 Jan 2020,The Business Journals,https://www.bizjournals.com/sanjose/news/2020/01/22/here-are-the-11-hottest-bay-area-startups-after-q4.html
239,semiconductor,US,"Kasey Ma, Bryan Kang","His father was a director at Integrated Memory Logic, a manufacturer of semiconductor devices in San Jose. The couple met in 2014 through the dating app ...",19 Jan 2020,The New York Times,https://www.nytimes.com/2020/01/19/fashion/weddings/kasey-ma-bryan-kang.html
240,semiconductor,US,Building a Quantum Computer From Off-the-Shelf Parts,"“It's ironic after 50 years or so of trying to clean up semiconductors to ... use them to make a trapped atom in a semiconductor,” says David Awschalom, ...",8 Jan 2020,IEEE Spectrum,https://spectrum.ieee.org/scalable-qubits-quantum-computer-news-silicon-wafer
241,semiconductor,US,Xilinx cuts 300 jobs as San Jose chipmaker sees weakness in 5G business,"Victor Peng, CEO of semiconductor maker Xilinx, speaks from the company headquarters, Tuesday, March 13, 2018, in San Jose. By Rex Crum | Bay Area News Group.",29 Jan 2020,The Mercury News,https://www.mercurynews.com/2020/01/29/xilinx-cuts-300-jobs-as-san-jose-chipmaker-sees-weakness-in-5g-business
242,semiconductor,US,New automotive ICE age is coming with AVs,This shift places semiconductors — the building blocks of a car's internal ... This shift is forcing an intensifying convergence of the semiconductor and ...,20 Jan 2020,Automotive News,https://www.autonews.com/commentary/new-automotive-ice-age-coming
243,semiconductor,US,"Singapore firms in China hit by virus, Companies & Markets ...","Micro-Mechanics, which designs and manufactures precision tools and consumable parts for the semiconductor industry, said its Suzhou factory is expected to ...",31 Jan 2020,The Straits Times,https://www.straitstimes.com/business/companies-markets/singapore-firms-in-china-hit-by-virus
244,semiconductor,US,New LED from Osram enables ultra-slim designs for headlights,"Osram Opto Semiconductors was able to draw on its many years of expertise in ... Primarily focused on semiconductor -based technologies, our products are ...",21 Jan 2020,LEDs Magazine,https://www.ledsmagazine.com/company-newsfeed/article/14075095/new-led-from-osram-enables-ultraslim-designs-for-headlights
245,semiconductor,US,Laser Systems & Components Industry Outlook: Prospects Sunny,"The key end-markets are semiconductor, metrology, advanced communication and medical devices. Here are the three major themes in the industry: The industry is ...",7 Jan 2020,Yahoo Finance,https://finance.yahoo.com/news/laser-systems-components-industry-outlook-133001546.html
246,semiconductor,US,Samsung and TSMC Racing to Become First to Start Volume ...,"The narrower semiconductor circuit lines are, the less power semiconductors consume and the better they perform. Compared to 5-nm products, 3-nm semiconductors ...",23 Jan 2020,Business Korea,http://www.businesskorea.co.kr/news/articleView.html?idxno=40493
247,semiconductor,US,A new facet for germanium,"Although silicon is the workhorse of the semiconductor industry, forming the basis for computer chips, camera sensors, and other everyday electronic devices ...",31 Jan 2020,MIT News,https://news.mit.edu/2020/new-facet-germanium-tunnels-0131
248,semiconductor,US,NextNext post:WPG Buys 17% Stake in Rival Distributor WT ...,"Data from market researcher Gartner Inc., the World Semiconductor Trade Statistics and the Industrial Technology Research Institute showed that WPG and WT ...",21 Jan 2020,EPS News,https://epsnews.com/2020/01/21/wpg-buys-17-stake-in-rival-distributor-wt-micro/
249,semiconductor,US,DRAM and NAND Flash Markets Expected to Grow More than ...,"According to the World Semiconductor Trade Statistics (WSTS), the global memory chip market shrunk by 33 percent to US$105.9 billion last year, causing the ...",28 Jan 2020,Business Korea,http://www.businesskorea.co.kr/news/articleView.html?idxno=40583
250,semiconductor,US,Global Silicon on Insulator (SOI) Market 2019-2023 | Ongoing ...,SOI devices also help in achieving a high transistor gain because of its shorter gate length compared with bulk planar metal-oxide semiconductor ...,16 Jan 2020,Business Wire,https://www.businesswire.com/news/home/20200116005471/en/Global-Silicon-on-Insulator-SOI-Market-2019-2023-Ongoing-Investments-in-New-Fabs-to-Boost-Growth-Technavio
251,semiconductor,US,US tech backlash forces China to be more self-sufficient,"The largest gap is in hardware, especially the design and manufacture of semiconductors and high-end chips, where China lags far behind the US.",14 Jan 2020,Financial Times,https://www.ft.com/content/c6993200-1ff3-11ea-b8a1-584213ee7b2b
252,semiconductor,US,"Stocks close little changed after Fed decision, Apple jumps to record",Semiconductor stocks have had a rough week as worries over the coronavirus outbreak dented sentiment over the global economy. Chinese officials said late ...,29 Jan 2020,CNBC,https://www.cnbc.com/2020/01/29/us-futures-point-to-higher-open-on-wall-street.html
253,semiconductor,US,Why Teradyne Stock Jumped 10.8% This Morning,"The maker of automatic testing tools used by manufacturers of semiconductors, circuit boards, and wireless networking modules crushed Wall Street's ...",23 Jan 2020,The Motley Fool,https://www.fool.com/investing/2020/01/23/why-teradyne-stock-jumped-108-this-morning.aspx
254,semiconductor,US,Apple reportedly taps Taiwan's ASE for mmWave 5G iPhone ...,Component manufacturer Advanced Semiconductor Engineering (ASE) is reported to have become one of Apple's suppliers for the antennas needed on the mmWave 5G ...,15 Jan 2020,AppleInsider,https://appleinsider.com/articles/20/01/15/apple-reportedly-taps-taiwans-ase-for-mmwave-5g-iphone-and-ipad-pro
255,semiconductor,US,CompoundTek launches Southeast Asia's first silicon ...,Disclaimer: Material published within Semiconductor Today and related media does not necessarily reflect the views of the publisher or staff. Juno Publishing ...,28 Jan 2020,Semiconductor Today,http://www.semiconductor-today.com/news_items/2020/jan/compoundtek-280120.shtml
256,semiconductor,US,Extreme greed in the stock market is producing a bad setup as earnings season starts,"However, semiconductor stocks have had one of the best runs in the hopes of a great 2020. Unfortunately, the leading economic indicators do not support the ...",18 Jan 2020,MarketWatch,https://www.marketwatch.com/story/extreme-greed-in-the-stock-market-is-producing-a-bad-setup-as-earnings-season-starts-2020-01-14
257,semiconductor,US,3 Chip ETFs To Buy On Intel's Stellar Forecast,SOXL attempts to deliver triple the daily returns of the PHLX Semiconductor Sector Index (XSOX). That index happens to devote just over 20% of its combined ...,24 Jan 2020,MarketWatch,https://www.marketwatch.com/story/3-chip-etfs-to-buy-on-intels-stellar-forecast-2020-01-24
258,semiconductor,US,Samsung Begins 2020 By Winning Three Awards for ...,Semiconductor · Emerging Technology · See All Product News. Corporate. Communities · Workforce · Sustainability · Education · Economic Impact.,8 Jan 2020,Samsung Newsroom,https://news.samsung.com/us/samsung-2020-winning-three-awards-commitment-sustainability/
259,semiconductor,US,"With the state's help, Chinese technology is booming","In 2015 its leaders announced a ten-year, $300bn plan, “Made in China 2025”, designed to make its semiconductor, electric-vehicle and ...",2 Jan 2020,The Economist,https://www.economist.com/technology-quarterly/2020/01/02/with-the-states-help-chinese-technology-is-booming
260,semiconductor,US,"With its Osram acquisition complete, ams now mulls how to ...","OSRAM Opto Semiconductors. Sep 16th, 2019. Backlight units (BLUs) & components for LCDs · OSRAM Opto Semiconductors GmbH. Aug 26th, 2018.",3 Jan 2020,LEDs Magazine,https://www.ledsmagazine.com/leds-ssl-design/article/14074240/with-its-osram-acquisition-complete-ams-now-mulls-how-to-pay-for-it
261,semiconductor,US,GaN Power Supplies Revolutionize USB-C Chargers in 2020,"GaNFast is Navitas Semiconductor's proprietary implementation of GaN semiconductors. Chances are, if you find a charger that's more efficient and smaller than ...",10 Jan 2020,MakeUseOf,https://www.makeuseof.com/tag/navitas-gan-charger-ces-2020/
262,semiconductor,US,Air Force awards FIU $4.2 million to research vacuum ...,"In recent decades, vacuum tubes faced stiff competition from semiconductor devices used to amplify electrical power. Semiconductors have lower fabrication ...",9 Jan 2020,FIU News,https://news.fiu.edu/2020/air-force-awards-fiu-4.2-million-to-research-vacuum-nanoelectronics-for-advanced-communication-systems
263,semiconductor,US,Surface Laptop 3 gets a firmware update for AMD and Intel versions (Updated),Realtek Semiconductor Corp. - Media - 6.0.8846.1: improves audio performance. Surface – System – 5.91.139.0: improves integration between system services.,31 Jan 2020,Windows Central,https://www.windowscentral.com/surface-laptop-3-gets-firmware-update-amd-and-intel-versions
264,semiconductor,US,NXP launches new chip with '10 times more processing power ...,NXP Semiconductors has launched a new processor with “10 times more processing power” to support autonomous driving functions.,15 Jan 2020,Robotics & Automation News,https://roboticsandautomationnews.com/2020/01/15/nxp-launches-new-chip-with-10-times-more-processing-power-to-support-autonomous-cars/28607/
265,semiconductor,US,These new rules might end tech’s reliance on Chinese investors,"Implementing this roadmap, China has ramped up its foreign investments in the U.S., favoring manufacturing (especially semiconductors and electronics), ...",20 Jan 2020,Fortune,https://fortune.com/2020/01/20/cfius-rules-regulations-china-investment/
